Reference,Words
Joshua 11:4,31
Joshua 11:5,22
Joshua 11:6,38
Joshua 11:7,24
Joshua 11:8,39
Joshua 11:9,20
Joshua 11:10,28
Joshua 11:11,31
Joshua 11:12,38
Joshua 11:13,23
Joshua 11:14,42
Joshua 11:15,27
Joshua 11:16,36
Joshua 11:17,33
Joshua 11:18,10
Joshua 11:19,26
Joshua 11:20,42
Joshua 11:21,41
Joshua 11:22,25
Joshua 11:23,37
Joshua 12:1,43
Joshua 12:2,47
Joshua 12:3,36
Joshua 12:4,23
Joshua 12:5,31
Joshua 12:6,38
Joshua 12:7,55
Joshua 12:8,38
Joshua 12:9,14
Joshua 12:10,10
Joshua 12:11,10
Joshua 12:12,10
Joshua 12:13,10
Joshua 12:14,10
Joshua 12:15,10
Joshua 12:16,10
Joshua 12:17,10
Joshua 12:18,10
Joshua 12:19,10
Joshua 12:20,10
Joshua 12:21,10
Joshua 12:22,12
Joshua 12:23,18
Joshua 12:24,11
Joshua 13:1,31
Joshua 13:2,16
Joshua 13:3,39
Joshua 13:4,24
Joshua 13:5,22
Joshua 13:6,43
Joshua 13:7,18
Joshua 13:8,28
Joshua 13:9,30
Joshua 13:10,22
Joshua 13:11,19
Joshua 13:12,31
Joshua 13:13,25
Joshua 13:14,29
Joshua 13:15,16
Joshua 13:16,32
Joshua 13:17,15
Joshua 13:18,6
Joshua 13:19,12
Joshua 13:20,6
Joshua 13:21,47
Joshua 13:22,24
Joshua 13:23,32
Joshua 13:24,19
Joshua 13:25,26
Joshua 13:26,15
Joshua 13:27,40
Joshua 13:28,17
Joshua 13:29,27
Joshua 13:30,28
Joshua 13:31,39
Joshua 13:32,23
Joshua 13:33,24
Joshua 14:1,45
Joshua 14:2,23
Joshua 14:3,28
Joshua 14:4,37
Joshua 14:5,16
Joshua 14:6,41
Joshua 14:7,33
Joshua 14:8,23
Joshua 14:9,33
Joshua 14:10,47
Joshua 14:11,39
Joshua 14:12,54
Joshua 14:13,16
Joshua 14:14,26
Joshua 14:15,24
Joshua 15:1,35
Joshua 15:2,18
Joshua 15:3,40
Joshua 15:4,31
Joshua 15:5,34
Joshua 15:6,29
Joshua 15:7,52
Joshua 15:8,55
Joshua 15:9,38
Joshua 15:10,36
Joshua 15:11,40
Joshua 15:12,28
Joshua 15:13,38
Joshua 15:14,18
Joshua 15:15,18
Joshua 15:16,20
Joshua 15:17,21
Joshua 15:18,35
Joshua 15:19,31
Joshua 15:20,16
Joshua 15:21,24
Joshua 15:22,6
Joshua 15:23,6
Joshua 15:24,5
Joshua 15:25,10
Joshua 15:26,5
Joshua 15:27,6
Joshua 15:28,6
Joshua 15:29,5
Joshua 15:30,6
Joshua 15:31,6
Joshua 15:32,18
Joshua 15:33,9
Joshua 15:34,7
Joshua 15:35,6
Joshua 15:36,13
Joshua 15:37,5
Joshua 15:38,6
Joshua 15:39,5
Joshua 15:40,6
Joshua 15:41,12
Joshua 15:42,5
Joshua 15:43,6
Joshua 15:44,11
Joshua 15:45,7
Joshua 15:46,14
Joshua 15:47,27
Joshua 15:48,9
Joshua 15:49,7
Joshua 15:50,6
Joshua 15:51,11
Joshua 15:52,5
Joshua 15:53,6
Joshua 15:54,14
Joshua 15:55,6
Joshua 15:56,6
Joshua 15:57,9
Joshua 15:58,4
Joshua 15:59,11
Joshua 15:60,11
Joshua 15:61,7
Joshua 15:62,14
Joshua 15:63,31
Joshua 16:1,32
Joshua 16:2,17
Joshua 16:3,28
Joshua 16:4,11
Joshua 16:5,30
Joshua 16:6,31
Joshua 16:7,20
Joshua 16:8,35
Joshua 16:9,24
Joshua 16:10,25
Joshua 17:1,42
Joshua 17:2,65
Joshua 17:3,38
Joshua 17:4,51
Joshua 17:5,21
Joshua 17:6,22
Joshua 17:7,28
Joshua 17:8,20
Joshua 17:9,44
Joshua 17:10,30
Joshua 17:11,52
Joshua 17:12,22
Joshua 17:13,27
Joshua 17:14,36
Joshua 17:15,42
Joshua 17:16,47
Joshua 17:17,31
Joshua 17:18,42
Joshua 18:1,29
Joshua 18:2,17
Joshua 18:3,29
Joshua 18:4,40
Joshua 18:5,30
Joshua 18:6,29
Joshua 18:7,45
Joshua 18:8,45
Joshua 18:9,30
Joshua 18:10,26
Joshua 18:11,35
Joshua 18:12,42
Joshua 18:13,37
Joshua 18:14,45
Joshua 18:15,28
Joshua 18:16,52
Joshua 18:17,36
Joshua 18:18,15
Joshua 18:19,37
Joshua 18:20,30
Joshua 18:21,24
Joshua 18:22,6
Joshua 18:23,6
Joshua 18:24,11
Joshua 18:25,5
Joshua 18:26,6
Joshua 18:27,6
Joshua 18:28,29
Joshua 19:1,33
Joshua 19:2,11
Joshua 19:3,6
Joshua 19:4,6
Joshua 19:5,6
Joshua 19:6,9
Joshua 19:7,11
Joshua 19:8,32
Joshua 19:9,43
Joshua 19:10,24
Joshua 19:11,23
Joshua 19:12,24
Joshua 19:13,20
Joshua 19:14,21
Joshua 19:15,15
Joshua 19:16,18
Joshua 19:17,17
Joshua 19:18,10
Joshua 19:19,6
Joshua 19:20,6
Joshua 19:21,8
Joshua 19:22,24
Joshua 19:23,21
Joshua 19:24,18
Joshua 19:25,11
Joshua 19:26,14
Joshua 19:27,34
Joshua 19:28,12
Joshua 19:29,32
Joshua 19:30,13
Joshua 19:31,21
Joshua 19:32,20
Joshua 19:33,24
Joshua 19:34,39
Joshua 19:35,12
Joshua 19:36,6
Joshua 19:37,6
Joshua 19:38,14
Joshua 19:39,21
Joshua 19:40,18
Joshua 19:41,12
Joshua 19:42,6
Joshua 19:43,6
Joshua 19:44,6
Joshua 19:45,6
Joshua 19:46,9
Joshua 19:47,54
Joshua 19:48,21
Joshua 19:49,30
Joshua 19:50,28
Joshua 19:51,57
Joshua 20:1,7
Joshua 20:2,24
Joshua 20:3,24
Joshua 20:4,56
Joshua 20:5,31
Joshua 20:6,52
Joshua 20:7,24
Joshua 20:8,44
Joshua 20:9,46
Joshua 21:1,37
Joshua 21:2,35
Joshua 21:3,24
Joshua 21:4,48
Joshua 21:5,37
Joshua 21:6,43
Joshua 21:7,30
Joshua 21:8,25
Joshua 21:9,30
Joshua 21:10,26
Joshua 21:11,29
Joshua 21:12,21
Joshua 21:13,28
Joshua 21:14,10
Joshua 21:15,10
Joshua 21:16,22
Joshua 21:17,15
Joshua 21:18,11
Joshua 21:19,16
Joshua 21:20,31
Joshua 21:21,25
Joshua 21:22,12
Joshua 21:23,15
Joshua 21:24,10
Joshua 21:25,19
Joshua 21:26,18
Joshua 21:27,44
Joshua 21:28,15
Joshua 21:29,10
Joshua 21:30,15
Joshua 21:31,11
Joshua 21:32,34
Joshua 21:33,16
Joshua 21:34,29
Joshua 21:35,10
Joshua 21:36,16
Joshua 21:37,11
Joshua 21:38,27
Joshua 21:39,12
Joshua 21:40,27
Joshua 21:41,22
Joshua 21:42,16
Joshua 21:43,24
Joshua 21:44,38
Joshua 21:45,22
Joshua 22:1,14
Joshua 22:2,28
Joshua 22:3,25
Joshua 22:4,47
Joshua 22:5,56
Joshua 22:6,14
Joshua 22:7,46
Joshua 22:8,43
Joshua 22:9,63
Joshua 22:10,43
Joshua 22:11,46
Joshua 22:12,29
Joshua 22:13,36
Joshua 22:14,34
Joshua 22:15,32
Joshua 22:16,47
Joshua 22:17,29
Joshua 22:18,37
Joshua 22:19,55
Joshua 22:20,32
Joshua 22:21,27
Joshua 22:22,34
Joshua 22:23,36
Joshua 22:24,37
Joshua 22:25,39
Joshua 22:26,19
Joshua 22:27,60
Joshua 22:28,56
Joshua 22:29,43
Joshua 22:30,44
Joshua 22:31,61
Joshua 22:32,44
Joshua 22:33,38
Joshua 22:34,27
Joshua 23:1,31
Joshua 23:2,33
Joshua 23:3,31
Joshua 23:4,36
Joshua 23:5,35
Joshua 23:6,36
Joshua 23:7,35
Joshua 23:8,14
Joshua 23:9,29
Joshua 23:10,25
Joshua 23:11,13
Joshua 23:12,38
Joshua 23:13,56
Joshua 23:14,58
Joshua 23:15,50
Joshua 23:16,54
Joshua 24:1,35
Joshua 24:2,43
Joshua 24:3,30
Joshua 24:4,27
Joshua 24:5,24
Joshua 24:6,29
Joshua 24:7,44
Joshua 24:8,42
Joshua 24:9,26
Joshua 24:10,20
Joshua 24:11,43
Joshua 24:12,30
Joshua 24:13,36
Joshua 24:14,37
Joshua 24:15,58
Joshua 24:16,18
Joshua 24:17,54
Joshua 24:18,31
Joshua 24:19,31
Joshua 24:20,27
Joshua 24:21,13
Joshua 24:22,27
Joshua 24:23,23
Joshua 24:24,19
Joshua 24:25,20
Joshua 24:26,34
Joshua 24:27,44
Joshua 24:28,11
Joshua 24:29,27
Joshua 24:30,26
Joshua 24:31,36
Joshua 24:32,52
Joshua 24:33,27
Judges 1:1,33
Judges 1:2,17
Judges 1:3,36
Judges 1:4,26
Judges 1:5,19
Judges 1:6,20
Judges 1:7,41
Judges 1:8,28
Judges 1:9,26
Judges 1:10,26
Judges 1:11,18
Judges 1:12,20
Judges 1:13,20
Judges 1:14,36
Judges 1:15,34
Judges 1:16,44
Judges 1:17,28
Judges 1:18,20
Judges 1:19,31
Judges 1:20,18
Judges 1:21,28
Judges 1:22,17
Judges 1:23,18
Judges 1:24,33
Judges 1:25,30
Judges 1:26,28
Judges 1:27,49
Judges 1:28,23
Judges 1:29,19
Judges 1:30,23
Judges 1:31,29
Judges 1:32,19
Judges 1:33,37
Judges 1:34,23
Judges 1:35,27
Judges 1:36,18
Judges 2:1,47
Judges 2:2,30
Judges 2:3,31
Judges 2:4,29
Judges 2:5,16
Judges 2:6,22
Judges 2:7,36
Judges 2:8,19
Judges 2:9,25
Judges 2:10,32
Judges 2:11,16
Judges 2:12,44
Judges 2:13,10
Judges 2:14,45
Judges 2:15,32
Judges 2:16,18
Judges 2:17,45
Judges 2:18,50
Judges 2:19,45
Judges 2:20,33
Judges 2:21,20
Judges 2:22,27
Judges 2:23,20
Judges 3:1,28
Judges 3:2,24
Judges 3:3,30
Judges 3:4,30
Judges 3:5,18
Judges 3:6,20
Judges 3:7,25
Judges 3:8,31
Judges 3:9,33
Judges 3:10,35
Judges 3:11,14
Judges 3:12,36
Judges 3:13,23
Judges 3:14,13
Judges 3:15,43
Judges 3:16,26
Judges 3:17,17
Judges 3:18,20
Judges 3:19,37
Judges 3:20,37
Judges 3:21,21
Judges 3:22,33
Judges 3:23,19
Judges 3:24,32
Judges 3:25,36
Judges 3:26,15
Judges 3:27,35
Judges 3:28,42
Judges 3:29,25
Judges 3:30,18
Judges 3:31,26
Judges 4:1,18
Judges 4:2,31
Judges 4:3,27
Judges 4:4,14
Judges 4:5,27
Judges 4:6,50
Judges 4:7,30
Judges 4:8,28
Judges 4:9,42
Judges 4:10,25
Judges 4:11,36
Judges 4:12,16
Judges 4:13,31
Judges 4:14,42
Judges 4:15,35
Judges 4:16,35
Judges 4:17,35
Judges 4:18,38
Judges 4:19,33
Judges 4:20,37
Judges 4:21,45
Judges 4:22,45
Judges 4:23,16
Judges 4:24,25
Judges 5:1,13
Judges 5:2,15
Judges 5:3,27
Judges 5:4,28
Judges 5:5,17
Judges 5:6,24
Judges 5:7,22
Judges 5:8,22
Judges 5:9,19
Judges 5:10,17
Judges 5:11,49
Judges 5:12,19
Judges 5:13,23
Judges 5:14,35
Judges 5:15,32
Judges 5:16,24
Judges 5:17,22
Judges 5:18,20
Judges 5:19,24
Judges 5:20,12
Judges 5:21,21
Judges 5:22,17
Judges 5:23,34
Judges 5:24,21
Judges 5:25,16
Judges 5:26,36
Judges 5:27,25
Judges 5:28,29
Judges 5:29,11
Judges 5:30,49
Judges 5:31,32
Judges 6:1,25
Judges 6:2,31
Judges 6:3,28
Judges 6:4,29
Judges 6:5,35
Judges 6:6,18
Judges 6:7,18
Judges 6:8,38
Judges 6:9,33
Judges 6:10,30
Judges 6:11,38
Judges 6:12,23
Judges 6:13,59
Judges 6:14,29
Judges 6:15,29
Judges 6:16,21
Judges 6:17,24
Judges 6:18,31
Judges 6:19,44
Judges 6:20,30
Judges 6:21,54
Judges 6:22,31
Judges 6:23,16
Judges 6:24,24
Judges 6:25,47
Judges 6:26,40
Judges 6:27,47
Judges 6:28,42
Judges 6:29,28
Judges 6:30,38
Judges 6:31,52
Judges 6:32,21
Judges 6:33,26
Judges 6:34,20
Judges 6:35,32
Judges 6:36,17
Judges 6:37,45
Judges 6:38,30
Judges 6:39,50
Judges 6:40,22
Judges 7:1,45
Judges 7:2,37
Judges 7:3,41
Judges 7:4,66
Judges 7:5,46
Judges 7:6,32
Judges 7:7,36
Judges 7:8,41
Judges 7:9,29
Judges 7:10,17
Judges 7:11,40
Judges 7:12,37
Judges 7:13,56
Judges 7:14,35
Judges 7:15,41
Judges 7:16,27
Judges 7:17,33
Judges 7:18,36
Judges 7:19,46
Judges 7:20,40
Judges 7:21,21
Judges 7:22,38
Judges 7:23,25
Judges 7:24,41
Judges 7:25,46
Judges 8:1,34
Judges 8:2,29
Judges 8:3,36
Judges 8:4,22
Judges 8:5,36
Judges 8:6,25
Judges 8:7,30
Judges 8:8,27
Judges 8:9,22
Judges 8:10,42
Judges 8:11,29
Judges 8:12,25
Judges 8:13,14
Judges 8:14,32
Judges 8:15,43
Judges 8:16,24
Judges 8:17,15
Judges 8:18,35
Judges 8:19,28
Judges 8:20,27
Judges 8:21,39
Judges 8:22,32
Judges 8:23,24
Judges 8:24,33
Judges 8:25,24
Judges 8:26,43
Judges 8:27,35
Judges 8:28,31
Judges 8:29,13
Judges 8:30,16
Judges 8:31,18
Judges 8:32,27
Judges 8:33,29
Judges 8:34,26
Judges 8:35,22
Judges 9:1,30
Judges 9:2,50
Judges 9:3,33
Judges 9:4,26
Judges 9:5,39
Judges 9:6,30
Judges 9:7,41
Judges 9:8,24
Judges 9:9,28
Judges 9:10,14
Judges 9:11,24
Judges 9:12,13
Judges 9:13,24
Judges 9:14,14
Judges 9:15,41
Judges 9:16,39
Judges 9:17,20
Judges 9:18,43
Judges 9:19,28
Judges 9:20,39
Judges 9:21,19
Judges 9:22,8
Judges 9:23,22
Judges 9:24,41
Judges 9:25,33
Judges 9:26,25
Judges 9:27,34
Judges 9:28,45
Judges 9:29,26
Judges 9:30,21
Judges 9:31,29
Judges 9:32,20
Judges 9:33,50
Judges 9:34,23
Judges 9:35,34
Judges 9:36,38
Judges 9:37,27
Judges 9:38,39
Judges 9:39,13
Judges 9:40,22
Judges 9:41,20
Judges 9:42,20
Judges 9:43,39
Judges 9:44,40
Judges 9:45,31
Judges 9:46,24
Judges 9:47,17
Judges 9:48,65
Judges 9:49,46
Judges 9:50,12
Judges 9:51,38
Judges 9:52,24
Judges 9:53,19
Judges 9:54,40
Judges 9:55,18
Judges 9:56,18
Judges 9:57,27
Judges 10:1,29
Judges 10:2,15
Judges 10:3,14
Judges 10:4,30
Judges 10:5,8
Judges 10:6,56
Judges 10:7,29
Judges 10:8,35
Judges 10:9,28
Judges 10:10,26
Judges 10:11,30
Judges 10:12,25
Judges 10:13,16
Judges 10:14,20
Judges 10:15,29
Judges 10:16,24
Judges 10:17,24
Judges 10:18,35
Judges 11:1,22
Judges 11:2,38
Judges 11:3,26
Judges 11:4,18
Judges 11:5,28
Judges 11:6,19
Judges 11:7,34
Judges 11:8,38
Judges 11:9,33
Judges 11:10,23
Judges 11:11,29
Judges 11:12,31
Judges 11:13,42
Judges 11:14,13
Judges 11:15,23
Judges 11:16,20
Judges 11:17,49
Judges 11:18,52
Judges 11:19,31
Judges 11:20,25
Judges 11:21,35
Judges 11:22,21
Judges 11:23,21
Judges 11:24,29
Judges 11:25,29
Judges 11:26,40
Judges 11:27,34
Judges 11:28,19
Judges 11:29,35
Judges 11:30,23
Judges 11:31,42
Judges 11:32,21
Judges 11:33,39
Judges 11:34,36
Judges 11:35,48
Judges 11:36,47
Judges 11:37,36
Judges 11:38,25
Judges 11:39,41
Judges 11:40,20
Judges 12:1,44
Judges 12:2,31
Judges 12:3,46
Judges 12:4,36
Judges 12:5,43
Judges 12:6,46
Judges 12:7,21
Judges 12:8,8
Judges 12:9,28
Judges 12:10,8
Judges 12:11,14
Judges 12:12,15
Judges 12:13,12
Judges 12:14,22
Judges 12:15,25
Judges 13:1,27
Judges 13:2,26
Judges 13:3,30
Judges 13:4,19
Judges 13:5,43
Judges 13:6,44
Judges 13:7,44
Judges 13:8,37
Judges 13:9,32
Judges 13:10,29
Judges 13:11,31
Judges 13:12,23
Judges 13:13,20
Judges 13:14,33
Judges 13:15,26
Judges 13:16,47
Judges 13:17,25
Judges 13:18,20
Judges 13:19,30
Judges 13:20,45
Judges 13:21,27
Judges 13:22,15
Judges 13:23,51
Judges 13:24,20
Judges 13:25,21
Judges 14:1,18
Judges 14:2,34
Judges 14:3,51
Judges 14:4,32
Judges 14:5,27
Judges 14:6,41
Judges 14:7,14
Judges 14:8,36
Judges 14:9,44
Judges 14:10,22
Judges 14:11,18
Judges 14:12,44
Judges 14:13,33
Judges 14:14,30
Judges 14:15,49
Judges 14:16,57
Judges 14:17,42
Judges 14:18,50
Judges 14:19,49
Judges 14:20,15
Judges 15:1,46
Judges 15:2,36
Judges 15:3,20
Judges 15:4,26
Judges 15:5,36
Judges 15:6,44
Judges 15:7,23
Judges 15:8,24
Judges 15:9,14
Judges 15:10,33
Judges 15:11,53
Judges 15:12,39
Judges 15:13,41
Judges 15:14,45
Judges 15:15,23
Judges 15:16,24
Judges 15:17,28
Judges 15:18,39
Judges 15:19,42
Judges 15:20,12
Judges 16:1,15
Judges 16:2,47
Judges 16:3,51
Judges 16:4,20
Judges 16:5,54
Judges 16:6,24
Judges 16:7,27
Judges 16:8,24
Judges 16:9,47
Judges 16:10,25
Judges 16:11,27
Judges 16:12,40
Judges 16:13,38
Judges 16:14,37
Judges 16:15,36
Judges 16:16,24
Judges 16:17,54
Judges 16:18,51
Judges 16:19,39
Judges 16:20,41
Judges 16:21,31
Judges 16:22,14
Judges 16:23,35
Judges 16:24,33
Judges 16:25,44
Judges 16:26,30
Judges 16:27,36
Judges 16:28,41
Judges 16:29,35
Judges 16:30,51
Judges 16:31,39
Judges 17:1,12
Judges 17:2,49
Judges 17:3,49
Judges 17:4,41
Judges 17:5,25
Judges 17:6,21
Judges 17:7,22
Judges 17:8,32
Judges 17:9,30
Judges 17:10,42
Judges 17:11,22
Judges 17:12,19
Judges 17:13,21
Judges 18:1,42
Judges 18:2,55
Judges 18:3,43
Judges 18:4,21
Judges 18:5,25
Judges 18:6,18
Judges 18:7,60
Judges 18:8,19
Judges 18:9,39
Judges 18:10,38
Judges 18:11,26
Judges 18:12,24
Judges 18:13,14
Judges 18:14,48
Judges 18:15,24
Judges 18:16,25
Judges 18:17,54
Judges 18:18,29
Judges 18:19,56
Judges 18:20,26
Judges 18:21,18
Judges 18:22,32
Judges 18:23,27
Judges 18:24,37
Judges 18:25,33
Judges 18:26,27
Judges 18:27,44
Judges 18:28,37
Judges 18:29,32
Judges 18:30,40
Judges 18:31,22
Judges 19:1,37
Judges 19:2,25
Judges 19:3,50
Judges 19:4,26
Judges 19:5,45
Judges 19:6,37
Judges 19:7,19
Judges 19:8,36
Judges 19:9,67
Judges 19:10,36
Judges 19:11,37
Judges 19:12,32
Judges 19:13,26
Judges 19:14,24
Judges 19:15,41
Judges 19:16,35
Judges 19:17,31
Judges 19:18,46
Judges 19:19,40
Judges 19:20,23
Judges 19:21,23
Judges 19:22,54
Judges 19:23,40
Judges 19:24,39
Judges 19:25,44
Judges 19:26,28
Judges 19:27,44
Judges 19:28,34
Judges 19:29,37
Judges 19:30,46
Judges 20:1,32
Judges 20:2,31
Judges 20:3,28
Judges 20:4,28
Judges 20:5,34
Judges 20:6,31
Judges 20:7,13
Judges 20:8,29
Judges 20:9,21
Judges 20:10,56
Judges 20:11,16
Judges 20:12,23
Judges 20:13,45
Judges 20:14,24
Judges 20:15,34
Judges 20:16,23
Judges 20:17,22
Judges 20:18,45
Judges 20:19,14
Judges 20:20,26
Judges 20:21,26
Judges 20:22,28
Judges 20:23,43
Judges 20:24,15
Judges 20:25,32
Judges 20:26,43
Judges 20:27,22
Judges 20:28,52
Judges 20:29,9
Judges 20:30,27
Judges 20:31,57
Judges 20:32,34
Judges 20:33,39
Judges 20:34,27
Judges 20:35,31
Judges 20:36,34
Judges 20:37,29
Judges 20:38,31
Judges 20:39,39
Judges 20:40,33
Judges 20:41,23
Judges 20:42,36
Judges 20:43,22
Judges 20:44,14
Judges 20:45,38
Judges 20:46,25
Judges 20:47,22
Judges 20:48,49
Judges 21:1,23
Judges 21:2,24
Judges 21:3,26
Judges 21:4,25
Judges 21:5,51
Judges 21:6,23
Judges 21:7,28
Judges 21:8,34
Judges 21:9,16
Judges 21:10,34
Judges 21:11,23
Judges 21:12,38
Judges 21:13,25
Judges 21:14,29
Judges 21:15,20
Judges 21:16,25
Judges 21:17,24
Judges 21:18,27
Judges 21:19,45
Judges 21:20,16
Judges 21:21,41
Judges 21:22,55
Judges 21:23,38
Judges 21:24,30
Judges 21:25,20
Ruth 1:1,42
Ruth 1:2,39
Ruth 1:3,13
Ruth 1:4,31
Ruth 1:5,21
Ruth 1:6,38
Ruth 1:7,32
Ruth 1:8,32
Ruth 1:9,30
Ruth 1:10,14
Ruth 1:11,28
Ruth 1:12,37
Ruth 1:13,39
Ruth 1:14,21
Ruth 1:15,25
Ruth 1:16,41
Ruth 1:17,29
Ruth 1:18,18
Ruth 1:19,34
Ruth 1:20,21
Ruth 1:21,32
Ruth 1:22,32
Ruth 2:1,23
Ruth 2:2,36
Ruth 2:3,35
Ruth 2:4,24
Ruth 2:5,16
Ruth 2:6,28
Ruth 2:7,37
Ruth 2:8,28
Ruth 2:9,48
Ruth 2:10,36
Ruth 2:11,56
Ruth 2:12,26
Ruth 2:13,38
Ruth 2:14,43
Ruth 2:15,25
Ruth 2:16,24
Ruth 2:17,23
Ruth 2:18,36
Ruth 2:19,52
Ruth 2:20,46
Ruth 2:21,25
Ruth 2:22,30
Ruth 2:23,28
Ruth 3:1,25
Ruth 3:2,22
Ruth 3:3,35
Ruth 3:4,40
Ruth 3:5,14
Ruth 3:6,19
Ruth 3:7,37
Ruth 3:8,23
Ruth 3:9,27
Ruth 3:10,36
Ruth 3:11,30
Ruth 3:12,19
Ruth 3:13,62
Ruth 3:14,33
Ruth 3:15,36
Ruth 3:16,28
Ruth 3:17,24
Ruth 3:18,31
Ruth 4:1,42
Ruth 4:2,21
Ruth 4:3,27
Ruth 4:4,61
Ruth 4:5,39
Ruth 4:6,27
Ruth 4:7,39
Ruth 4:8,16
Ruth 4:9,36
Ruth 4:10,52
Ruth 4:11,51
Ruth 4:12,28
Ruth 4:13,26
Ruth 4:14,28
Ruth 4:15,37
Ruth 4:16,16
Ruth 4:17,33
Ruth 4:18,10
Ruth 4:19,8
Ruth 4:20,8
Ruth 4:21,8
Ruth 4:22,8
1 Samuel 1:1,34
1 Samuel 1:2,28
1 Samuel 1:3,38
1 Samuel 1:4,23
1 Samuel 1:5,20
1 Samuel 1:6,20
1 Samuel 1:7,29
1 Samuel 1:8,31
1 Samuel 1:9,32
1 Samuel 1:10,15
1 Samuel 1:11,62
1 Samuel 1:12,17
1 Samuel 1:13,24
1 Samuel 1:14,17
1 Samuel 1:15,33
1 Samuel 1:16,23
1 Samuel 1:17,23
1 Samuel 1:18,27
1 Samuel 1:19,33
1 Samuel 1:20,34
1 Samuel 1:21,21
1 Samuel 1:22,39
1 Samuel 1:23,37
1 Samuel 1:24,41
1 Samuel 1:25,11
1 Samuel 1:26,25
1 Samuel 1:27,18
1 Samuel 1:28,27
1 Samuel 2:1,31
1 Samuel 2:2,21
1 Samuel 2:3,28
1 Samuel 2:4,16
1 Samuel 2:5,32
1 Samuel 2:6,15
1 Samuel 2:7,13
1 Samuel 2:8,48
1 Samuel 2:9,23
1 Samuel 2:10,42
1 Samuel 2:11,20
1 Samuel 2:12,14
1 Samuel 2:13,33
1 Samuel 2:14,36
1 Samuel 2:15,35
1 Samuel 2:16,47
1 Samuel 2:17,21
1 Samuel 2:18,14
1 Samuel 2:19,29
1 Samuel 2:20,33
1 Samuel 2:21,24
1 Samuel 2:22,33
1 Samuel 2:23,21
1 Samuel 2:24,19
1 Samuel 2:25,40
1 Samuel 2:26,18
1 Samuel 2:27,35
1 Samuel 2:28,51
1 Samuel 2:29,38
1 Samuel 2:30,52
1 Samuel 2:31,29
1 Samuel 2:32,31
1 Samuel 2:33,40
1 Samuel 2:34,28
1 Samuel 2:35,41
1 Samuel 2:36,53
1 Samuel 3:1,26
1 Samuel 3:2,28
1 Samuel 3:3,27
1 Samuel 3:4,11
1 Samuel 3:5,29
1 Samuel 3:6,35
1 Samuel 3:7,19
1 Samuel 3:8,36
1 Samuel 3:9,35
1 Samuel 3:10,22
1 Samuel 3:11,27
1 Samuel 3:12,26
1 Samuel 3:13,30
1 Samuel 3:14,26
1 Samuel 3:15,24
1 Samuel 3:16,15
1 Samuel 3:17,46
1 Samuel 3:18,25
1 Samuel 3:19,20
1 Samuel 3:20,20
1 Samuel 3:21,22
1 Samuel 4:1,28
1 Samuel 4:2,33
1 Samuel 4:3,58
1 Samuel 4:4,46
1 Samuel 4:5,27
1 Samuel 4:6,40
1 Samuel 4:7,29
1 Samuel 4:8,30
1 Samuel 4:9,30
1 Samuel 4:10,31
1 Samuel 4:11,18
1 Samuel 4:12,28
1 Samuel 4:13,39
1 Samuel 4:14,27
1 Samuel 4:15,18
1 Samuel 4:16,33
1 Samuel 4:17,40
1 Samuel 4:18,50
1 Samuel 4:19,49
1 Samuel 4:20,33
1 Samuel 4:21,30
1 Samuel 4:22,16
1 Samuel 5:1,15
1 Samuel 5:2,21
1 Samuel 5:3,37
1 Samuel 5:4,52
1 Samuel 5:5,24
1 Samuel 5:6,27
1 Samuel 5:7,37
1 Samuel 5:8,55
1 Samuel 5:9,45
1 Samuel 5:10,47
1 Samuel 5:11,58
1 Samuel 5:12,21
1 Samuel 6:1,15
1 Samuel 6:2,31
1 Samuel 6:3,47
1 Samuel 6:4,45
1 Samuel 6:5,46
1 Samuel 6:6,32
1 Samuel 6:7,32
1 Samuel 6:8,42
1 Samuel 6:9,47
1 Samuel 6:10,23
1 Samuel 6:11,25
1 Samuel 6:12,47
1 Samuel 6:13,27
1 Samuel 6:14,38
1 Samuel 6:15,47
1 Samuel 6:16,18
1 Samuel 6:17,32
1 Samuel 6:18,57
1 Samuel 6:19,47
1 Samuel 6:20,25
1 Samuel 6:21,29
1 Samuel 7:1,37
1 Samuel 7:2,31
1 Samuel 7:3,55
1 Samuel 7:4,16
1 Samuel 7:5,17
1 Samuel 7:6,39
1 Samuel 7:7,38
1 Samuel 7:8,31
1 Samuel 7:9,30
1 Samuel 7:10,40
1 Samuel 7:11,21
1 Samuel 7:12,26
1 Samuel 7:13,30
1 Samuel 7:14,42
1 Samuel 7:15,10
1 Samuel 7:16,22
1 Samuel 7:17,25
1 Samuel 8:1,17
1 Samuel 8:2,20
1 Samuel 8:3,19
1 Samuel 8:4,15
1 Samuel 8:5,28
1 Samuel 8:6,21
1 Samuel 8:7,38
1 Samuel 8:8,39
1 Samuel 8:9,25
1 Samuel 8:10,18
1 Samuel 8:11,41
1 Samuel 8:12,37
1 Samuel 8:13,17
1 Samuel 8:14,23
1 Samuel 8:15,22
1 Samuel 8:16,23
1 Samuel 8:17,14
1 Samuel 8:18,28
1 Samuel 8:19,22
1 Samuel 8:20,25
1 Samuel 8:21,19
1 Samuel 8:22,30
1 Samuel 9:1,34
1 Samuel 9:2,43
1 Samuel 9:3,30
1 Samuel 9:4,45
1 Samuel 9:5,37
1 Samuel 9:6,46
1 Samuel 9:7,41
1 Samuel 9:8,36
1 Samuel 9:9,35
1 Samuel 9:10,24
1 Samuel 9:11,27
1 Samuel 9:12,38
